CustomerID,Gender,Region,PurchaseAmount,ProductCategory,Churn,CampaignGroup
2243,Female,East,1124.45,Electronics,No,B
2244,Female,West,804.42,Fashion,No,B
2245,Female,West,785.48,Grocery,No,A
2246,Female,East,147.61,Fashion,Yes,B
2247,Male,North,876.02,Grocery,No,A
2248,Male,West,760.02,Fashion,Yes,A
2249,Female,West,742.01,Fashion,No,A
2250,Female,North,1208.44,Fashion,Yes,A
2251,Female,South,1329.32,,No,A
2252,Male,North,1116.1,Electronics,Yes,A
2253,Male,South,1497.71,Electronics,Yes,B
2254,Male,North,1287.78,Grocery,No,B
2255,Female,South,852.47,,Yes,A
2256,Male,East,768.57,,Yes,A
2257,Male,East,1156.41,Fashion,Yes,B
2258,Female,East,1286.88,Fashion,No,A
2259,Male,West,1698.92,Grocery,No,A
2260,Female,North,1595.59,Fashion,Yes,B
2261,Male,North,729.26,Grocery,No,A
2262,Female,West,949.0,Grocery,Yes,A
2263,Male,North,1335.51,Grocery,No,A
2264,Male,,1534.0,Fashion,No,A
2265,Male,West,1469.48,Fashion,,B
2266,Male,East,968.06,Grocery,No,A
2267,Male,,372.99,Fashion,Yes,B
2268,Male,North,500.53,Fashion,Yes,B
2269,Female,South,1136.32,Electronics,No,A
2270,Male,East,1171.11,Electronics,Yes,A
2271,Female,South,450.66,Fashion,Yes,B
2272,Female,West,1022.28,Grocery,Yes,B
2273,Female,North,1315.61,Electronics,No,A
2274,Male,East,424.39,Fashion,No,A
2275,Male,East,1552.5,Fashion,Yes,B
2276,Male,East,811.23,Electronics,Yes,A
2277,Male,South,1628.81,,No,A
2278,,South,733.27,Grocery,Yes,A
2279,Male,West,486.69,Electronics,,A
2280,Female,North,770.93,Grocery,Yes,A
2281,Female,West,952.43,Fashion,No,A
2282,Female,East,805.76,,No,B
2283,Female,West,892.0,Fashion,Yes,B
2284,Male,East,1166.98,Electronics,No,A
2285,Male,North,914.41,Fashion,No,A
2286,Female,East,966.94,Grocery,No,B
2287,Male,West,145.39,Electronics,No,A
2288,Male,South,1195.85,Grocery,Yes,A
2289,Male,,955.4,Electronics,Yes,A
2290,Male,South,1805.15,,Yes,A
2291,Male,North,530.22,Electronics,Yes,B
2292,Male,South,95.85,,No,B
2293,Female,West,1309.03,Fashion,,A
2294,Female,South,1173.26,Fashion,No,B
2295,Female,West,495.78,,No,A
2296,Male,West,235.13,,No,A
2297,Male,South,1768.7,Grocery,No,A
2298,Male,North,1707.06,Electronics,Yes,B
2299,Female,West,0.0,Fashion,No,A
2300,Female,South,770.89,Fashion,No,A
2301,Male,West,1832.1,Fashion,Yes,A
2302,Female,South,761.97,Fashion,Yes,A
2303,Male,East,754.69,Electronics,,B
2304,Female,West,858.62,Grocery,No,B
2305,Female,South,439.55,Grocery,Yes,B
2306,Female,South,147.61,Electronics,No,B
2307,Female,South,1526.27,Fashion,No,B
2308,Female,South,78.53,Fashion,No,A
2309,Male,East,1123.64,Grocery,Yes,A
2310,Female,West,1443.29,Electronics,Yes,A
2311,Male,South,274.39,Grocery,No,A
2312,Female,East,537.87,Electronics,No,A
2313,Female,East,1606.59,Fashion,No,A
2314,Female,South,1266.45,Grocery,Yes,A
2315,Male,South,691.36,Grocery,No,B
2316,Female,West,1601.12,Electronics,Yes,B
2317,Female,West,1603.27,Fashion,No,A
2318,Female,East,1134.53,,No,A
2319,Male,East,549.92,Electronics,No,B
2320,Male,North,793.28,Grocery,Yes,A
2321,Male,East,1143.19,Grocery,Yes,A
2322,Male,East,905.7,Grocery,No,A
2323,Female,East,1469.48,Electronics,No,B
2324,Male,South,235.11,Electronics,,B
2325,Female,North,252.87,,No,B
2326,Male,North,1090.44,Fashion,No,A
2327,Male,West,754.23,Electronics,No,A
2328,Female,South,686.48,Grocery,No,A
2329,Female,South,115.97,Electronics,Yes,B
2330,Female,North,1009.77,Grocery,No,B
2331,Female,North,973.62,Grocery,Yes,A
2332,Female,East,1326.74,Grocery,No,B
2333,Male,East,1034.45,Grocery,Yes,A
2334,,East,933.7,Electronics,No,
2335,Female,South,1588.5,Fashion,No,B
2336,Female,West,343.77,Grocery,,A
2337,Male,North,1268.19,Fashion,No,B
2338,Female,North,164.43,,Yes,B
2339,Male,South,580.82,Grocery,No,A
2340,Male,South,393.67,Electronics,Yes,B
2341,Male,South,1390.97,Grocery,Yes,B
2342,Male,East,967.29,Electronics,Yes,A
2343,Female,East,993.25,Electronics,Yes,B
2344,Female,West,446.63,Grocery,No,B
2345,Female,South,850.15,Grocery,No,A
2346,Male,North,618.27,Fashion,No,A
2347,Male,South,1191.73,Electronics,Yes,B
2348,Male,,504.45,Fashion,Yes,A
2349,,East,1664.9,Fashion,Yes,B
2350,Male,East,162.21,Fashion,Yes,A
2351,Female,North,596.74,Electronics,Yes,A
2352,Female,East,1838.6,Grocery,Yes,A
2353,Male,North,782.43,,No,B
2354,Female,East,342.56,Fashion,No,B
2355,Male,West,1109.54,Electronics,No,A
2356,Female,,762.3,Grocery,Yes,A
2357,Female,East,582.06,Grocery,No,B
2358,Male,South,452.06,,No,A
2359,Male,West,2384.19,Electronics,Yes,A
2360,Female,East,874.22,Electronics,Yes,A
2361,Female,North,37.22,Fashion,Yes,A
2362,Male,South,1746.85,Grocery,Yes,A
2363,Female,South,1305.54,Fashion,No,A
2364,Female,South,616.77,Fashion,Yes,A
2365,Female,South,533.44,Electronics,No,B
2366,Male,East,1336.74,Fashion,Yes,A
2367,Female,South,876.54,Grocery,No,B
2368,Female,North,37.01,Fashion,Yes,B
2369,Male,East,1893.62,Grocery,No,A
2370,Male,West,783.0,Fashion,Yes,B
2371,Female,East,1747.79,Fashion,Yes,A
2372,Male,South,1639.22,Fashion,No,A
2373,Female,West,499.5,Fashion,No,B
2374,Female,West,1516.59,Electronics,Yes,B
2375,Male,North,674.28,Grocery,No,B
2376,Female,North,66.65,Grocery,No,B
2377,Male,West,787.7,Fashion,No,A
2378,Female,West,1198.82,Electronics,No,A
2379,Male,,768.63,,No,A
2380,Female,West,846.48,Electronics,Yes,B
2381,Male,East,1571.78,Electronics,Yes,B
2382,Male,East,1053.25,Fashion,Yes,B
2383,Female,North,578.35,Grocery,No,A
2384,Male,South,1351.02,Electronics,No,A
2385,Female,South,1098.84,Fashion,No,B
2386,Male,East,0.0,Fashion,No,B
2387,Female,East,1214.18,Electronics,,A
2388,Male,West,1195.91,Fashion,No,A
2389,Female,South,1010.06,Grocery,No,A
2390,Male,East,1445.85,Grocery,,A
2391,Male,North,663.8,Electronics,Yes,B
2392,Male,South,1168.25,Electronics,No,B
2393,Male,West,216.52,Grocery,No,B
2394,Female,East,1203.55,Grocery,No,A
2395,Male,,1976.53,Fashion,No,A
2396,Female,South,502.57,Fashion,No,A
2397,Male,East,620.1,Electronics,No,B
2398,Male,South,644.99,Fashion,No,B
2399,Female,South,1065.0,Electronics,Yes,A
2400,Female,West,468.48,Grocery,Yes,A
2401,Male,East,1210.62,Fashion,No,A
2402,Male,West,1423.42,Grocery,No,A
2403,Male,North,1267.17,Grocery,No,B
2404,Female,West,115.79,Grocery,No,B
2405,Female,North,1497.58,Electronics,No,A
2406,Male,West,1468.68,Electronics,Yes,B
2407,Female,South,1415.08,,No,B
2408,Female,South,1186.42,Grocery,No,A
2409,Female,East,1110.09,Grocery,No,A
2410,Female,West,1516.19,Electronics,No,B
2411,Male,North,,Fashion,No,B
2412,Male,South,,Grocery,No,A
2413,Male,West,1539.06,Electronics,Yes,B
2414,Male,South,956.89,Fashion,Yes,A
2415,Female,North,935.16,Fashion,Yes,B
2416,Female,South,231.73,Electronics,Yes,B
2417,Male,South,857.61,Electronics,Yes,B
2418,Male,West,501.37,Electronics,Yes,B
2419,Male,West,768.07,Electronics,No,A
2420,Female,East,450.91,Grocery,,B
2421,Male,,775.55,Electronics,No,B
2422,Female,South,796.94,Electronics,No,B
2423,Male,North,1048.38,Grocery,No,B
2424,Male,South,192.63,Fashion,No,B
2425,,South,277.24,Fashion,No,A
2426,Female,North,1180.96,Grocery,Yes,A
2427,Male,West,601.28,,No,B
2428,Female,West,1537.26,Electronics,No,B
2429,Female,South,1112.63,Fashion,No,B
2430,Female,East,1303.38,Grocery,Yes,B
2431,Male,West,1705.35,Fashion,No,B
2432,Female,West,845.14,Grocery,Yes,B
2433,Male,West,712.76,,Yes,A
2434,Female,East,1435.85,,No,B
2435,Male,West,1254.76,Electronics,No,A
2436,Male,East,906.33,Electronics,No,A
2437,Male,East,1695.73,,No,A
2438,Female,North,893.88,Fashion,No,A
2439,Male,North,1016.39,Electronics,No,A
2440,Female,East,,Grocery,Yes,A
2441,Female,South,532.7,Electronics,Yes,A
2442,Male,North,1038.79,Electronics,No,A
2443,Female,West,1698.38,Grocery,No,A
2444,Male,North,1222.48,Electronics,Yes,B
2445,Female,East,1015.53,Electronics,Yes,B
2446,Male,East,919.12,Electronics,No,B
2447,Female,,1165.43,Grocery,No,A
2448,Female,East,1374.88,Electronics,No,B
2449,Female,North,1304.62,Fashion,No,A
2450,Female,East,834.07,Grocery,Yes,A
2451,Female,West,1162.39,Grocery,No,B
2452,Female,,1239.97,Electronics,No,B
2453,Female,South,496.4,Grocery,Yes,B
2454,Female,South,1084.12,Electronics,No,B
2455,Male,West,0.0,Grocery,No,A
2456,Female,North,1241.27,Fashion,No,B
2457,Female,East,1330.17,Electronics,Yes,B
2458,Female,South,1373.77,Grocery,No,B
2459,Male,North,802.48,Electronics,No,B
2460,Female,South,1154.52,Electronics,No,A
2461,Male,South,1711.98,Fashion,Yes,A
2462,Female,East,1706.88,Grocery,No,A
2463,Male,West,985.41,Electronics,No,A
2464,Female,South,1069.66,Electronics,Yes,A
2465,,West,1555.46,Electronics,Yes,A
2466,Male,North,249.6,Fashion,No,B
2467,Female,East,838.46,Fashion,Yes,B
2468,Male,North,1667.79,Electronics,No,B
2469,Female,West,1487.6,Electronics,Yes,A
2470,Female,West,1184.63,Fashion,Yes,A
2471,Female,East,247.08,Grocery,No,B
2472,Female,West,975.04,Grocery,Yes,A
2473,Female,East,705.04,Grocery,,B
2474,Male,,1165.52,Electronics,No,B
2475,Male,East,595.33,,No,A
2476,Female,West,487.14,Fashion,No,B
2477,Female,East,0.0,,No,A
2478,Female,North,1610.9,Electronics,Yes,B
2479,Female,East,800.11,Fashion,No,A
2480,Male,North,1078.57,Fashion,Yes,A
2481,Female,East,998.88,Fashion,No,B
2482,Male,East,466.28,Grocery,No,B
2483,Female,East,370.47,Grocery,No,B
2484,Male,North,497.34,,Yes,A
2485,Male,North,638.42,Grocery,Yes,B
2486,Male,East,1183.3,Fashion,No,B
2487,Male,West,602.14,Electronics,Yes,
2488,Female,South,1873.25,,No,B
2489,Male,South,1513.58,Fashion,No,B
2490,Male,East,1404.18,Grocery,Yes,B
2491,Male,East,940.17,Fashion,Yes,B
2492,Male,South,,Fashion,No,A
2493,Male,South,891.0,,No,A
2494,Male,North,984.37,Electronics,Yes,B
2495,Female,,1084.99,Electronics,Yes,B
2496,Female,North,1350.91,Electronics,Yes,B
2497,Female,South,1318.45,Grocery,Yes,A
2498,Male,North,762.44,Electronics,No,A
2499,Male,North,733.5,Electronics,No,A
2500,Female,West,1319.95,Electronics,No,A
2501,Female,North,1357.62,Fashion,No,B
2502,Male,North,803.32,Fashion,Yes,B
2503,Male,South,206.41,Electronics,No,A
2504,Male,North,896.34,,No,B
2505,Male,North,1311.76,,No,A
2506,Male,West,1902.71,Electronics,No,
2507,Female,West,401.02,Grocery,No,B
2508,Female,West,786.71,Fashion,No,A
2509,Female,West,805.3,Electronics,Yes,
2510,Female,East,1677.9,Electronics,No,B
2511,Female,North,982.53,Fashion,No,A
2512,Female,West,546.34,Fashion,,B
2513,Female,West,1279.35,Electronics,No,A
2514,Male,West,797.68,Grocery,No,B
2515,Male,East,387.81,Fashion,No,B
2516,Male,North,553.61,Grocery,No,B
2517,Female,West,1867.02,Electronics,,A
2518,Female,West,1192.1,Fashion,No,A
2519,Male,,1053.88,Fashion,No,A
2520,Female,North,875.05,Fashion,Yes,A
2521,Male,North,1146.07,Grocery,No,A
2522,Female,North,1140.12,Grocery,No,B
2523,Male,West,1146.08,Fashion,No,B
2524,Male,North,1057.42,Grocery,Yes,B
2525,Male,North,1434.4,,No,A
2526,Male,,1011.55,Grocery,Yes,A
2527,Male,North,511.03,Electronics,No,A
2528,Male,West,693.79,Grocery,Yes,A
2529,Female,South,10.49,Electronics,No,A
2530,Female,West,2013.41,Grocery,Yes,A
2531,Male,East,1431.38,Fashion,Yes,B
2532,Female,West,584.96,Fashion,No,B
2533,Female,West,859.08,Electronics,Yes,A
2534,Male,North,681.56,Fashion,No,B
2535,Male,North,1771.27,,No,A
2536,Male,South,290.06,Electronics,,B
2537,Male,East,1057.24,Fashion,Yes,A
2538,Female,West,945.74,,No,A
2539,Male,South,1413.42,Fashion,Yes,A
2540,Female,East,948.0,Fashion,No,A
2541,Female,North,120.9,Fashion,No,B
2542,Male,West,874.44,Fashion,Yes,
2543,Female,,513.92,Electronics,No,B
2544,Male,South,1039.79,Electronics,Yes,A
2545,Female,East,1717.09,Grocery,No,B
2546,Male,North,130.29,,No,B
2547,Female,East,599.89,Electronics,No,B
2548,Female,East,723.65,Electronics,No,B
2549,Male,North,809.18,Fashion,,B
2550,Female,South,1370.06,Grocery,No,B
2551,Female,South,913.23,Electronics,No,B
2552,Female,East,1207.9,Grocery,No,A
2553,Female,East,687.11,Electronics,No,A
2554,Female,North,1114.96,,No,B
2555,Male,West,1388.9,Fashion,Yes,B
2556,Male,East,633.85,Grocery,Yes,A
2557,Female,South,1390.68,Fashion,Yes,
2558,Male,North,1026.19,Grocery,No,A
2559,Female,West,1522.73,Electronics,Yes,A
2560,Female,West,899.29,Electronics,No,A
2561,Male,South,1190.62,Fashion,No,B
2562,Male,South,979.7,Grocery,No,A
2563,Female,North,951.89,Grocery,No,A
2564,Male,East,1129.47,Fashion,Yes,A
2565,Female,North,1268.4,Fashion,No,B
2566,Male,South,375.22,Electronics,No,B
2567,Female,East,1716.82,Grocery,No,A
2568,Male,East,70.17,Grocery,No,B
2569,Female,South,657.59,Grocery,Yes,B
2570,Male,South,952.87,Fashion,No,A
2571,Female,East,1206.18,,Yes,B
2572,Male,North,1788.09,Grocery,No,A
2573,Female,North,70.85,Grocery,Yes,A
2574,Female,West,746.15,Fashion,No,B
2575,Male,North,0.0,Grocery,Yes,B
2576,Male,East,1015.81,Fashion,No,A
2577,Male,West,1135.84,Fashion,Yes,A
2578,Female,South,1795.4,Fashion,No,B
2579,Female,South,1060.32,Fashion,No,B
2580,Female,East,1522.01,Fashion,Yes,A
2581,Male,West,1291.92,Fashion,Yes,B
2582,Male,West,782.38,Electronics,No,A
2583,Female,West,295.52,Grocery,Yes,A
2584,Female,North,1137.5,Fashion,No,B
2585,,East,253.95,Electronics,No,B
2586,Male,South,1647.6,Fashion,Yes,A
2587,Female,South,918.97,Grocery,Yes,B
2588,Male,North,1597.59,Grocery,No,A
2589,Male,North,759.89,Fashion,Yes,B
2590,Female,West,1134.43,,Yes,A
2591,Female,South,1104.67,Electronics,Yes,A
2592,,South,977.48,,Yes,A
2593,Male,South,783.67,Electronics,Yes,B
2594,Male,West,1196.23,Electronics,,A
2595,Female,West,536.92,Fashion,No,A
2596,Female,South,395.28,Fashion,No,A
2597,Male,North,1621.41,Fashion,Yes,A
2598,Male,South,1363.58,Grocery,Yes,A
2599,Male,West,1032.95,Grocery,No,B
2600,Female,East,1832.57,Fashion,No,A
2601,Male,East,866.12,Fashion,Yes,B
2602,Male,East,1661.35,Electronics,No,B
2603,Male,South,1087.79,Electronics,No,B
2604,Male,West,487.62,Grocery,No,B
2605,Male,East,1924.02,Electronics,Yes,B
2606,Female,North,1495.36,Grocery,No,B
2607,Male,North,939.49,Fashion,No,A
2608,Female,East,1363.59,Electronics,,B
2609,Male,West,798.15,Fashion,No,B
2610,Female,South,1414.57,Electronics,Yes,A
2611,Female,West,0.0,Fashion,No,A
2612,Female,West,490.1,Grocery,No,B
2613,Female,South,1489.63,Fashion,No,B
2614,Male,North,875.17,Electronics,No,A
2615,Male,North,1103.77,Grocery,No,B
2616,Female,West,326.61,Electronics,Yes,A
2617,,North,1923.93,Grocery,Yes,A
2618,Female,South,1595.26,Fashion,No,B
2619,Female,East,899.66,Fashion,Yes,B
2620,Female,West,797.65,Grocery,Yes,B
2621,Male,North,1514.8,Grocery,No,A
2622,Male,South,1991.24,Electronics,No,B
2623,Female,East,1476.88,Electronics,Yes,A
2624,Female,East,2085.9,Grocery,No,B
2625,Male,West,538.82,Electronics,Yes,A
2626,Female,North,590.31,Fashion,Yes,A
2627,Male,West,405.53,Grocery,Yes,B
2628,Female,East,1220.88,Grocery,Yes,A
2629,Male,East,1087.8,Grocery,No,B
2630,Male,East,924.02,Grocery,No,A
2631,Female,South,1404.63,Grocery,No,A
2632,Male,North,1616.16,Grocery,Yes,A
2633,Female,East,237.17,Grocery,No,B
2634,Female,East,,Fashion,Yes,A
2635,Female,East,1410.07,Fashion,Yes,B
2636,Male,South,766.13,Grocery,No,B
2637,Male,West,600.9,Grocery,No,A
2638,Male,East,1509.27,Electronics,Yes,A
2639,,North,355.25,Fashion,Yes,A
2640,Female,South,849.21,,No,B
2641,Female,West,1164.32,Fashion,No,A
2642,Female,West,713.09,Electronics,No,A
2643,Female,East,1391.58,Grocery,,A
2644,Female,West,715.56,,No,B
2645,Male,South,1704.31,Grocery,Yes,B
2646,Female,South,937.13,Grocery,No,B
2647,Male,West,1335.64,Electronics,Yes,B
2648,Female,West,1373.01,Grocery,Yes,A
2649,Female,East,686.23,Fashion,No,A
2650,Female,West,0.0,Grocery,No,B
2651,Male,North,1180.38,Fashion,Yes,B
2652,Male,West,1036.14,Electronics,No,A
2653,Male,South,1277.91,Fashion,No,A
2654,Male,North,886.74,Electronics,Yes,B
2655,Male,North,784.79,Grocery,Yes,A
2656,Female,South,2004.24,,Yes,B
2657,Female,South,263.82,Grocery,Yes,B
2658,Male,South,1366.98,Grocery,No,B
2659,Male,North,712.7,Fashion,No,A
2660,Male,South,832.11,Grocery,No,A
2661,Female,East,841.45,Grocery,Yes,A
2662,Female,South,598.28,Grocery,Yes,B
2663,Female,South,1285.61,Fashion,Yes,
2664,Female,West,1695.32,Grocery,Yes,B
2665,,West,1235.01,Grocery,Yes,B
2666,Female,West,1051.69,Electronics,No,A
2667,Male,South,506.78,Grocery,Yes,B
2668,Female,West,1258.41,,No,A
2669,Male,North,2078.17,Fashion,No,B
2670,Female,North,809.65,Grocery,No,B
2671,Male,South,812.01,Grocery,Yes,B
2672,Female,West,719.46,Grocery,No,B
2673,Female,South,755.29,Fashion,,A
2674,Female,North,0.0,Grocery,Yes,B
2675,Female,North,1202.52,Fashion,No,A
2676,Male,West,577.22,Electronics,No,B
2677,Male,East,,Grocery,No,B
2678,Male,South,1376.59,Grocery,Yes,A
2679,Male,East,458.99,Grocery,No,A
2680,Female,East,830.67,Electronics,No,A
2681,Male,East,1733.22,Electronics,No,A
2682,Female,North,295.39,,No,B
2683,Female,West,233.7,Electronics,No,A
2684,Female,South,1134.65,Grocery,Yes,A
2685,Male,East,1574.74,Grocery,No,A
2686,Female,North,212.83,Grocery,No,B
2687,Female,South,1203.84,Electronics,Yes,B
2688,Male,South,1290.5,Grocery,Yes,A
2689,Female,East,0.0,Grocery,No,B
2690,Female,North,1399.25,Fashion,No,B
2691,Male,West,1438.3,Fashion,Yes,A
2692,Female,North,844.11,Fashion,Yes,B
2693,Male,East,1626.17,Electronics,No,A
2694,Male,West,1568.23,Grocery,No,A
2695,Male,East,1051.56,Grocery,Yes,B
2696,Male,West,774.28,,No,A
2697,Male,East,513.59,Fashion,Yes,B
2698,Male,South,981.22,Grocery,Yes,A
2699,Female,West,1284.88,Electronics,No,A
2700,Female,South,837.91,Grocery,Yes,B
2701,Female,East,0.0,Grocery,No,B
2702,Male,West,1634.36,,Yes,B
2703,Male,South,1095.11,Grocery,No,A
2704,Female,South,810.19,,Yes,B
2705,Male,South,1428.58,Grocery,Yes,B
2706,Male,West,1762.32,Grocery,No,B
2707,Female,West,0.0,Electronics,No,B
2708,Male,East,1217.13,Grocery,No,B
2709,Female,East,286.68,Grocery,No,A
2710,Female,West,1249.56,Fashion,No,A
2711,Male,North,1063.96,Electronics,No,A
2712,Male,North,1317.86,Grocery,No,
2713,Female,East,750.38,Fashion,No,A
2714,Male,West,63.38,Fashion,No,B
2715,Male,West,774.82,Grocery,No,A
2716,,South,1203.42,,Yes,B
2717,Male,North,1507.7,Grocery,No,A
2718,Female,South,414.08,Fashion,Yes,B
2719,,North,1513.53,Fashion,Yes,A
2720,Male,South,676.06,Electronics,No,B
2721,Male,West,1181.22,Fashion,No,B
2722,Male,North,745.05,Electronics,No,B
2723,Male,West,1091.09,,No,A
2724,Male,South,1445.94,Fashion,Yes,A
2725,Female,East,386.49,Electronics,No,B
2726,Male,North,660.05,Fashion,No,A
2727,Female,South,1092.48,Fashion,Yes,A
2728,,North,2200.79,Fashion,Yes,B
2729,Female,,568.41,Electronics,No,A
2730,Female,West,2020.07,,No,A
2731,Male,South,2002.21,Electronics,No,B
2732,Female,North,951.34,Electronics,No,A
2733,Female,West,850.92,Electronics,No,A
2734,Male,South,653.97,Fashion,Yes,B
2735,Male,North,,Electronics,No,A
2736,Female,East,296.64,Electronics,Yes,B
2737,Male,West,961.88,Fashion,Yes,A
2738,Male,North,1748.44,Grocery,No,B
2739,Male,North,694.46,Electronics,No,A
2740,Male,West,879.64,Fashion,No,A
2741,Female,North,149.43,Fashion,No,A
2742,Female,North,1187.03,Electronics,Yes,A
2743,Female,East,1132.24,Fashion,Yes,B
2744,Male,West,1031.85,Electronics,Yes,A
2745,Male,South,891.59,Electronics,No,B
2746,Male,,853.62,Fashion,No,B
2747,Male,East,1250.95,Electronics,,B
2748,Male,North,985.59,Electronics,Yes,A
2749,Female,,1157.49,Fashion,No,A
2750,Male,South,1107.49,,No,B
2751,Female,South,1561.71,Grocery,No,B
2752,Male,East,1338.5,Grocery,No,B
2753,Male,South,1096.43,Grocery,No,A
2754,Male,North,1759.21,,Yes,B
2755,Female,North,1210.13,Grocery,Yes,B
2756,Female,South,1652.48,Grocery,Yes,A
2757,Female,West,1303.47,Fashion,Yes,B
2758,Male,East,79.04,Electronics,Yes,A
2759,Male,,1652.42,Grocery,Yes,A
2760,Female,South,,,Yes,B
2761,Male,South,974.02,Fashion,No,A
2762,Female,North,1140.67,Grocery,No,B
2763,Male,North,,Fashion,No,A
2764,Male,South,1113.51,Fashion,Yes,A
2765,Male,West,704.06,Fashion,Yes,A
2766,Male,West,1637.14,Fashion,Yes,
2767,Female,,943.21,Fashion,,A
2768,Male,North,808.71,Grocery,No,A
2769,Male,West,537.54,Grocery,Yes,B
2770,Male,South,1134.39,Grocery,No,A
2771,Male,North,1093.55,Electronics,Yes,A
2772,Female,West,1194.21,Grocery,No,A
2773,Female,East,486.37,Fashion,Yes,A
2774,Female,North,199.41,Fashion,Yes,A
2775,Female,South,1312.8,Grocery,No,A
2776,Male,South,1742.32,Fashion,No,A
2777,Female,West,486.82,Electronics,No,B
2778,Male,South,1794.72,Fashion,No,A
2779,Male,,1141.96,Grocery,Yes,B
2780,Female,North,996.47,Fashion,No,B
2781,Male,South,801.23,Grocery,,A
2782,Female,East,307.74,Grocery,No,
2783,Male,East,1493.86,Grocery,No,A
2784,Female,South,612.2,Grocery,No,A
2785,Female,West,610.1,Fashion,No,A
2786,Female,West,1495.96,Electronics,No,B
2787,Female,West,58.51,Fashion,No,B
2788,Female,West,238.2,Fashion,No,A
2789,Male,West,990.93,Grocery,No,A
2790,Female,East,1146.64,Electronics,No,B
2791,Male,West,1242.37,Fashion,Yes,A
2792,Female,South,849.1,Grocery,Yes,A
2793,Female,South,2265.18,Grocery,No,B
2794,Female,South,886.05,Grocery,Yes,B
2795,Male,South,884.61,Grocery,No,A
2796,Male,South,601.51,Grocery,No,A
2797,Female,,1061.95,Grocery,No,B
2798,Male,South,1307.48,Fashion,No,A
2799,Male,North,1601.79,,No,B
2800,Male,East,255.36,Fashion,No,B
2801,Female,North,877.0,Electronics,Yes,B
2802,Female,North,1223.35,Electronics,No,A
2803,Male,North,1293.53,Grocery,No,A
2804,Male,South,1003.27,,Yes,A
2805,Male,South,1271.21,Electronics,No,B
2806,Female,West,595.52,Electronics,No,
2807,Female,West,,Grocery,No,A
2808,Male,South,1496.31,,Yes,B
2809,Male,South,327.54,Electronics,No,B
2810,Male,South,462.45,Fashion,Yes,A
2811,Female,West,476.54,Grocery,No,A
2812,Female,North,1338.98,Fashion,No,A
2813,Male,North,357.64,Grocery,No,A
2814,Male,West,834.49,Electronics,No,B
2815,Male,South,1227.35,Electronics,Yes,B
2816,Female,North,966.92,Electronics,Yes,A
2817,Male,North,,Electronics,Yes,A
2818,Female,West,467.1,Electronics,No,A
2819,Female,West,1297.43,Electronics,No,B
2820,Male,East,693.39,Grocery,Yes,B
2821,Male,East,837.69,Electronics,Yes,B
2822,Male,East,1118.87,,No,B
2823,Female,,1051.54,Fashion,No,A
2824,Female,,1011.99,Grocery,Yes,A
2825,Female,North,624.69,Electronics,Yes,
2826,Female,West,,Electronics,Yes,A
2827,Male,North,1001.09,Fashion,Yes,B
2828,Female,North,312.46,Fashion,Yes,A
2829,Female,East,768.73,Grocery,Yes,B
2830,Male,South,1193.84,Grocery,No,B
2831,Female,West,361.28,Grocery,No,B
2832,Female,North,1578.29,Fashion,Yes,B
2833,Female,East,1634.81,Grocery,No,A
2834,Female,West,377.42,Grocery,No,B
2835,Female,West,1678.81,,No,A
2836,Female,North,928.21,Grocery,Yes,B
2837,Male,South,,Electronics,No,A
2838,Male,East,751.67,Fashion,No,B
2839,Female,North,1461.52,Fashion,Yes,A
2840,Male,,1203.05,Grocery,No,A
2841,Male,West,,Fashion,No,A
2842,Male,North,417.4,Grocery,No,
2843,Male,North,269.85,Electronics,Yes,A
2844,Female,North,1093.97,Electronics,Yes,A
2845,Female,West,1286.24,Electronics,No,A
2846,Male,North,1325.48,Fashion,Yes,A
2847,Male,South,941.01,Grocery,No,A
2848,Male,South,421.5,Fashion,Yes,B
2849,Female,East,658.96,Grocery,No,A
2850,Female,North,1576.17,Electronics,No,B
2851,Male,North,757.69,Electronics,Yes,A
2852,Female,West,1071.71,Grocery,No,A
2853,Female,West,462.17,Fashion,No,B
2854,Female,West,1168.29,Grocery,Yes,A
2855,Female,North,771.16,Grocery,Yes,A
2856,Male,South,1523.36,Grocery,Yes,A
2857,Female,East,1386.78,Electronics,Yes,A
2858,Male,South,752.15,Fashion,No,B
2859,Female,West,936.67,Grocery,No,B
2860,Female,East,724.44,Grocery,Yes,B
2861,Female,North,290.28,Grocery,Yes,A
2862,Female,West,571.28,Electronics,Yes,A
2863,Male,West,1099.11,Electronics,No,A
2864,Female,North,1162.63,Fashion,Yes,B
2865,,East,1074.27,Grocery,No,A
2866,Female,South,849.13,Fashion,Yes,A
2867,Male,South,1466.53,Electronics,No,B
2868,Male,North,1031.77,Grocery,Yes,A
2869,Male,East,1351.63,Electronics,No,
2870,Female,West,113.11,Electronics,No,A
2871,Female,East,0.0,Electronics,No,B
2872,Male,North,1141.89,Fashion,No,A
2873,Female,East,287.62,Fashion,No,B
2874,Female,South,893.77,Fashion,No,A
2875,Female,West,,Electronics,No,A
2876,Female,South,1793.7,Electronics,,A
2877,Female,North,1200.0,Electronics,No,
2878,Female,North,1082.93,Grocery,No,
2879,Male,West,1418.5,Electronics,Yes,A
2880,Female,South,1184.25,Fashion,No,B
2881,Female,West,771.16,Electronics,No,B
2882,Female,North,1535.74,Electronics,Yes,A
2883,Female,South,445.12,Electronics,,A
2884,Female,South,1161.62,Electronics,Yes,
2885,Male,West,226.22,Grocery,No,A
